sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
1,16.42547335,0.425473348,0.574526652,1,1.574526652,1,2.723579955,4,2,0,2,1,0.425473348,0,0.425473348,0,1,0.425473348,1,0.425473348,0,3.425473348,3.425473348,2.850946696,1,2.574526652,3.850946696,0.850946696,7.574526652,9,8
0.48376134,18.51623866,1,0.51623866,1,3,3,3.03247732,2.548715981,0.51623866,1.51623866,1,3.03247732,0.48376134,0,1,1,0.51623866,1,1,1,0,3.51623866,2.51623866,3.48376134,1.48376134,2.96752268,3.48376134,11.45128402,7.03247732,7.03247732,8
0,16.8108838,1,0.594558099,1,3.594558099,2.189116197,2.378232394,2.594558099,2,0,1,2.594558099,0,0.594558099,1,1,0,1,1,1,0,4.594558099,3,4.594558099,1,1,2.189116197,0,7,9,8
0.092184109,16.18436822,1,0.907815891,1,2,2,4,4,0.184368218,0,1,2.184368218,0,0,0.092184109,0.907815891,0.092184109,1,1,1,0.907815891,4.907815891,4.092184109,4.092184109,1.092184109,1.276552328,5,0.184368218,8.092184109,7.092184109,8
0.451534113,19.25767057,1,0.451534113,1,3,2.096931773,3.096931773,3.096931773,1.903068227,0,1,1.548465887,1.35460234,0,0.548465887,0,0.548465887,0.548465887,0.548465887,1,1,5,3.451534113,3.903068227,3.35460234,3.903068227,1,37.93863546,7.64539766,8.548465887,8
0.115017217,15.11501722,1,1,1,2.230034435,2.115017217,3.539931131,4,1.769965565,0,1,3.769965565,0,0.884982783,1,1,0.115017217,1,1,1,0,4.769965565,1.345051652,2.115017217,1.115017217,1.230034435,3,8.230034435,7.230034435,8,8
1,16.2271074,0.227107404,0.772892596,1,1.772892596,1,3.318677788,4,2,0,2,1,0.227107404,0,0.227107404,0,1,0.227107404,1,0.227107404,0,3.227107404,3.227107404,2.454214808,1,2.772892596,3.454214808,0.454214808,7.772892596,9,8
0.127872245,15,0,1,1,2,3.872127755,2.127872245,1.127872245,2,0,1,2.872127755,0,1,0.872127755,1,1,1,1,0.872127755,0,4,3.127872245,2.255744489,1,1,4.488511021,2,10.12787224,8.872127755,8
0.682426526,17.04727958,0.682426526,0.682426526,1,2,1.317573474,1.682426526,2,2.364853053,0,1.317573474,1.317573474,0.682426526,0.317573474,0.317573474,0.317573474,0,0.317573474,0.317573474,1,0,3.317573474,1.682426526,4.364853053,1.682426526,4.364853053,4.682426526,3.364853053,6.635146947,9,8
0,18.75508502,1,0.755085016,1,3.244914984,3,4,4,0.755085016,2,1.244914984,3.510170032,0,0,1,1,0.755085016,1,1,1,0.244914984,4,3.244914984,3.489829968,1,2,2.755085016,10,8.489829968,8,8
0,15.93559601,0.311865336,0,1,2.311865336,1.688134664,0.688134664,2,1.311865336,0,1.688134664,2,0,0.688134664,1,1,0,1,1,1,0,4,1.623730672,3.311865336,1,2.376269328,3.064403992,1.376269328,7.688134664,9,8
1,16.43987595,1,0.780062024,1,3.340186072,3,0.659813928,3.560124048,0.439875952,0,1,1.780062024,0.219937976,0,0.780062024,0.780062024,0.780062024,1,0.780062024,1,0.219937976,3.219937976,3.780062024,3,2,3,3,9.340186072,8.780062024,7.780062024,8
1,17.45294961,1,0.452949607,1,2.35884882,1.905899213,0.547050393,4,2,0,1.547050393,1.452949607,0.547050393,0,1,0.452949607,0.547050393,0.547050393,1,1,0,4,3.547050393,3.094100787,1,1.547050393,4.094100787,2,7.452949607,8.547050393,8
0,15.83645171,0.83645171,1,1,2,2.327096579,3.672903421,3.509355131,0.327096579,0,1,2.16354829,0,0.16354829,0.16354829,1,0.16354829,1,1,1,0.83645171,4.83645171,3.83645171,3.672903421,1,1,5,0.327096579,8.327096579,7.327096579,8
0,18,1,0.128375073,1,4,3.128375073,3.614874781,3.614874781,0.128375073,1.871624927,1.871624927,2,0.128375073,0.128375073,1,0.871624927,0.128375073,1,1,1,1,3.743249854,4,4.871624927,1,1.871624927,2.256750146,10.64187537,9.871624927,8,8
0.862964857,17.58889457,0.862964857,1,1,3.725929714,3.137035143,0.274070286,3.58889457,2,0,1,2.137035143,0,0.137035143,1,1,0.137035143,0.137035143,1,1,0,4,3,2,1,1,3.274070286,2,8.274070286,8.137035143,8
1,17.61734044,0.617340436,1,1,1.617340436,2.382659564,2.765319127,4,0.765319127,0.382659564,1.765319127,2,1,0,1,0.617340436,1,1,1,1,0,4.382659564,3.234680873,4,1.617340436,4,5,16.91329782,7.147978691,7,8
0.647585886,17.35241411,1,0.352414114,0.352414114,4,2.057242343,1.647585886,2.942757657,0.352414114,0.352414114,1.647585886,1.352414114,0.352414114,0.352414114,0.352414114,0.647585886,1,1,1,1,1,3.295171771,4.647585886,4,1.647585886,2.942757657,4.647585886,24.71378828,8.352414114,8,8
1,17.78671269,1,0.213287309,1,2.573425382,2.786712691,2.213287309,1.213287309,0.639861927,1.213287309,1.213287309,2,0.786712691,0,0.786712691,1,0.213287309,0.786712691,1,1,0,3.213287309,2.426574618,4,2.426574618,4.213287309,4.213287309,12.78671269,6.213287309,6.426574618,8
0.977092986,15.97709299,1,1,1,3.954185973,2.977092986,0.091628054,4,0.045814027,0,1,2.045814027,0,0.022907014,1,1,0.977092986,1,1,1,0,3.045814027,3.931278959,2.977092986,1.977092986,2.954185973,3,9.954185973,8.954185973,8,8
0.500438186,16.99912363,1,1,1,4,3.499561814,0.499561814,2.501314558,0.499561814,0.499561814,1,2,0.499561814,0.499561814,1,0.500438186,1,1,1,1,0.499561814,2.500438186,4,3.499561814,1.500438186,2.000876372,3.499561814,12.49780907,9,8,8
0,15.58835423,0.588354227,1,1,2,2.823291546,3.176708454,2.765062681,0.823291546,0,1,2.411645773,0,0.411645773,0.411645773,1,0.411645773,1,1,1,0.588354227,4.588354227,3.588354227,3.176708454,1,1,5,0.823291546,8.823291546,7.823291546,8
0,17.09572167,1,1,1,3.095721671,3,4,4,0.191443341,0,1,3,0,0,0.095721671,0.095721671,1,0.095721671,1,0.095721671,0.095721671,3.095721671,2.095721671,3.095721671,1,1,4.095721671,4.478608354,9.904278329,9.095721671,9
1,17.42898646,0.71449323,0.28550677,1,2.57101354,1.28550677,2.143479691,3.42898646,2.28550677,0,3.143479691,1.71449323,0,0.71449323,1,0.71449323,1,1,1,1,1,4,3,2.28550677,3.71449323,4.71449323,3,12.85797292,10,8,9
0,17.93823965,1,1,1,3.938239652,3,4,4,1.876479304,0,1,3,0,0,0.938239652,0.938239652,1,0.938239652,1,0.938239652,0.938239652,3.938239652,2.938239652,3.938239652,1,1,4.938239652,8.69119826,9.061760348,9.938239652,9
0,16.89211329,1,0,1,1.594742195,2,3.405257805,2,0.702628903,1.297371097,1.297371097,2,0.594742195,0.702628903,0,0,1,1,1,0.702628903,0.297371097,3.702628903,3.405257805,2.702628903,1,1,1.594742195,4,7.702628903,9.107886708,9
0,17,1,1,0.218084625,3.218084625,3.218084625,0.781915375,3.563830749,1.218084625,0,1,2.218084625,0,0,1,0.218084625,0.218084625,0.218084625,1,1,0.781915375,3.436169251,3.218084625,3.218084625,1,3,3.218084625,6.218084625,8.436169251,7.436169251,9
1,18,1,0.264374005,1,2.528748009,1.793122014,2.206877986,3.471251991,1.471251991,0,3.471251991,1.735625995,0,0.735625995,0.735625995,1,1,1,1,1,0.735625995,3.735625995,2.735625995,2.528748009,3.206877986,4.735625995,3,16.11499204,9.735625995,8.264374005,9
0.651790676,15.69641865,0.348209324,1,1,2.696418647,2.044627971,0.651790676,2,1.348209324,0,1,2.348209324,0,0,0.348209324,0.348209324,1,1,1,1,0.651790676,5,4,2.696418647,1,1.696418647,4.651790676,7.651790676,9.348209324,9,9
0,15.304753,1,1,1,3.898415665,3.898415665,0.203168669,1.101584335,1.101584335,0.101584335,1,2,0,0,1,0.898415665,0,1,1,0.898415665,0.101584335,3.203168669,3,3.101584335,1,1.898415665,2.304753004,0,10,8.101584335,9
0,15.97439823,1,1,1,3.675200591,3.675200591,0.649598817,1.324799409,1.324799409,0.324799409,1,2,0,0,1,0.675200591,0,1,1,0.675200591,0.324799409,3.649598817,3,3.324799409,1,1.675200591,2.974398226,0,10,8.324799409,9
0.205197251,17,1,0.794802749,0.205197251,3.205197251,3,0.794802749,4,1.205197251,0,1.205197251,2,0,0,0.794802749,0.205197251,0.205197251,0.205197251,1,1,0.794802749,3.205197251,3.205197251,3.205197251,1.615591754,3.205197251,3.205197251,5.589605498,8.410394502,7.410394502,9
0.759159077,17.51831815,1,0.759159077,1,3.759159077,3,0.963363692,4,1.759159077,0,1.240840923,2.759159077,0,0,1,1,0.240840923,1,1,1,0.759159077,4.759159077,4,5,1.759159077,2.518318154,4.759159077,0.963363692,10,10.24084092,9
0.196681876,16.39336375,1,0,1,2,1.803318124,3.803318124,3.196681876,2,0.803318124,2.393363751,2,0.803318124,1,0.196681876,0.196681876,1,1,1,1,0.196681876,4,3,2.803318124,2.393363751,2.590045627,4.606636249,14,10,9.606636249,9
0,16.68846875,1,0.68846875,1,2,2,4,3.68846875,2,0.31153125,1.31153125,2,0.31153125,0.31153125,0.68846875,0,0.31153125,1,1,0.31153125,0.68846875,4,2.31153125,2.31153125,1.31153125,1.31153125,3.623062499,12.6230625,10.68846875,9.31153125,9
0.396566192,16.39656619,1,0,1,3.396566192,3,2.413735233,4,1.396566192,0,2,2,0,0,0.603433808,1,1,1,1,1,0,4,4,4.603433808,2.189698576,2.189698576,4,4,10,10.20686762,9
0.81708222,16.18291778,0.18291778,1,1,3.634164439,2,0.731671121,2.365835561,2.81708222,0,1,1.18291778,0,0,1,0,0.81708222,1,1,0.81708222,1,4,2.81708222,2.81708222,2.634164439,3.451246659,3,10.36583556,10.18291778,8.18291778,9
0.15354453,18.69291094,1,1,1,3.15354453,3.15354453,3.385821881,1.692910941,0.15354453,1.692910941,1,2,1.692910941,0.15354453,1,0.84645547,1,1,1,1,0.15354453,4,3.307089059,5,2.692910941,3,4.539366411,14.84645547,9.307089059,9,9
0,16.07214241,1,1,1,2.391786389,2.391786389,1.608213611,1.536071204,1.536071204,0,1,2,0,0,0.463928796,0.463928796,0.536071204,1,1,1,0,4.072142407,3,3,1,1.463928796,2.536071204,0,8.927857593,8,9
0.043355349,19,1,0,1,2.913289303,1.956644651,2.086710697,2.043355349,0.086710697,1.956644651,1.956644651,1.956644651,1.913289303,0,0,0,0.956644651,1,1,0.043355349,0.956644651,3,2,2.043355349,1.086710697,1.086710697,3.086710697,4.043355349,7.043355349,7.086710697,9
0,17.42611259,1,0.786943707,0.213056293,3,2.786943707,1.213056293,3.573887415,0.786943707,0.426112585,1.213056293,2,0.426112585,0,0.786943707,0,0.213056293,0.213056293,1,0.786943707,1,3,2.786943707,2.786943707,1,2.573887415,3,5.573887415,7.786943707,7,9
0.264818573,15.73518143,1,0,1,2.470362854,2.735181427,4,3.735181427,0.735181427,0.264818573,1.735181427,2,0,0.264818573,1,0.735181427,1,1,1,1,0,4,3.735181427,4.205544282,1,1,4.264818573,3.470362854,9.735181427,10.73518143,9
1,16.46857508,0.468575079,1,1,4,2.937150158,0,1.062849842,2.062849842,0,1,1.468575079,0,0.468575079,1,0,1,1,1,1,1,4,3.937150158,3.937150158,2.062849842,3.531424921,2.531424921,11.87430032,10.46857508,8.468575079,9
0,16.43147583,1,1,1,3.522841388,3.522841388,0.954317223,1.477158612,1.477158612,0.477158612,1,2,0,0,1,0.522841388,0,1,1,0.522841388,0.477158612,3.954317223,3,3.477158612,1,1.522841388,3.431475835,0,10,8.477158612,9
0,16.38382205,1,1,1,3.808088977,3,0.383822047,1.191911023,0.383822047,0.191911023,1,2.808088977,0,0.808088977,1,0.808088977,0.808088977,1,1,0.808088977,0.191911023,3.383822047,3.808088977,4,1.808088977,3.42426693,4.191911023,1.616177953,10,9,9
0.601388255,17.60138826,1,0.398611745,1,2,1.398611745,3.398611745,4,2,0,2.804164766,2,0,0.601388255,1,0.601388255,0.601388255,1,1,0.601388255,1,4,2.601388255,2,2.804164766,3.405553021,3,13.20277651,10.39861174,8.398611745,9
1,18.19737053,1,0,0.450657368,2,2,2,2,1.549342632,1.549342632,1.450657368,1.549342632,2,0,1,0.549342632,0.450657368,1,1,0.450657368,0,3.648027896,4.098685264,3.549342632,3.098685264,3.648027896,3.098685264,9.648027896,9,9,9
0,17.81629164,1,1,1,3.061236121,3.061236121,1.877527758,1.938763879,1.938763879,0.938763879,1,2,0,0,1,0.061236121,0,1,1,0.061236121,0.938763879,4.877527758,3,3.938763879,1,1.061236121,4.816291638,0,10,8.938763879,9
0,19,1,0.453969297,1,1.63809211,1.546030703,2.453969297,2.907938594,0.907938594,2,1.546030703,2,2.453969297,0,0.453969297,0,0.546030703,0.546030703,0.546030703,0,0.546030703,3,2.907938594,2,1,1,3.907938594,3.092061406,7,7.453969297,9
0.814994943,16.81499494,1,0.185005057,1,4,3,0,3.444984828,1.629989885,0,1.814994943,2.185005057,0,0.185005057,0.185005057,1,1,1,1,1,0,3.814994943,4,4,3.629989885,4,4,3.629989885,10,9,9
0.813880971,17,0.813880971,1,1,1.186119029,1,3.813880971,3.627761942,1.186119029,0.813880971,1.372238058,2,0,0,0,0.813880971,0.186119029,0.186119029,1,0.813880971,0,3.627761942,2.627761942,2.627761942,1,1.813880971,3.813880971,2,12.18611903,10.18611903,11
0.60368511,16.60368511,1,1,1,1.39631489,1.39631489,4,4,1,0.60368511,1,2.79262978,0,0,0,1,0,0.39631489,1,1,0.39631489,4.39631489,2.60368511,3,1,2.39631489,3.60368511,1.20737022,11.60368511,10.39631489,11
0.033265166,17.93346967,0.033265166,0.966734834,0.966734834,3.966734834,4,0.066530331,4,0.966734834,0,1.966734834,2,0,0.033265166,0.033265166,0.966734834,1,1,1,1,0,4.033265166,3,3.966734834,1.966734834,1.966734834,4.033265166,7.866939337,11.96673483,10.03326517,11
0,16.03254679,0,0.967453209,1,3.934906419,3.934906419,1.032546791,0.065093581,2.967453209,0,1,2.032546791,0,0,1,0.032546791,1,1,1,0.032546791,0,2.032546791,3.967453209,3.934906419,2,2.967453209,3.967453209,5.902359628,10.03254679,11,11
0,15.91488092,1,1,1,1.457440458,2,3.457440458,4,2,0,1,2,0,0,1,0.542559542,0,0,1,1,0,4.457440458,3.457440458,3.372321375,1,1.457440458,5,2.914880917,10,10.08511908,11
0,17.27300763,1,0.575664122,1,3,2.575664122,3.151328244,2.848671756,0.424335878,0.848671756,1.424335878,2,0.424335878,0.575664122,1,1,0.575664122,0.575664122,1,1,0.424335878,4,2.575664122,2.575664122,1.575664122,3.151328244,3.302656489,40.42125191,11.84867176,11.15132824,11
1,17,0.569271729,1,1,3.138543457,2.569271729,4,4,2,0.430728271,1.430728271,2,0,0,1,0.430728271,1,1,1,1,0.569271729,4.569271729,3.292184814,2.569271729,1,1,1.569271729,4,10.43072827,10.43072827,11
0.85597501,15.28804998,1,0.85597501,0.85597501,2.14402499,2,3.711950019,4,0.14402499,0,1.14402499,1.14402499,0,0,0.85597501,0.85597501,0,1,1,0.85597501,0.14402499,3.567925029,2,2.14402499,1,2,5,2,12,12,11
0,16.86559118,0.865591179,1,1,2,2,3.731182359,3.731182359,1.865591179,0,1.134408821,2.268817641,0,0,1,0.134408821,0.134408821,0,1,1,0,5,3.865591179,5,1,1.865591179,5,4.268817641,10,9.134408821,11
1,16.07604859,0.461975703,1,1,2.923951405,2.385927108,2.614072892,3.076048595,1.076048595,0,1,1.461975703,0,0,0.461975703,0.461975703,0,0,1,1,0,4.461975703,4,2,2.461975703,4,5,0,8.461975703,11.5380243,12
0.475030067,17.47503007,0.524969933,0,1,1.524969933,2,2.475030067,3.049939866,2.475030067,0.475030067,2.475030067,1.524969933,0,0.524969933,1,1,0.475030067,1,0.524969933,1,1,4,3.524969933,3.524969933,2,3,4.049939866,4.5749098,12.95006013,12,12
1,16,1,0,1,1.814459089,1.814459089,3.628918179,4,1.185540911,0,1.814459089,2,0.185540911,0,0.814459089,0,0.814459089,1,1,0.814459089,0.185540911,4.814459089,4,4,1.814459089,3.814459089,5,0,13.18554091,12.81445909,12
1,15.98286662,1,1,1,2.98286662,3,2.034266761,3.965733239,0.034266761,0.01713338,1,1.98286662,0,0.01713338,0.01713338,1,1,0.98286662,1,1,1,3.98286662,2,2.98286662,1,2.01713338,3,2,11.96573324,12.98286662,12
1,15.77103944,1,1,1,2.771039438,3,4,2,2,1,1,1.771039438,0.771039438,0.228960562,1,1,0.228960562,0.771039438,1,1,1,3.771039438,4.313118315,4.313118315,3.313118315,3.771039438,4.542078877,3.542078877,10,12,12
1,16.40036255,1,0.599637445,1,3.199274891,3.599637445,2,2,1.599637445,0.400362555,1,1.400362555,0,0,0.400362555,0.400362555,0.599637445,0.599637445,1,1,0,5,3,2.400362555,1,2.400362555,4.199274891,0.800725109,12.59963745,11.59963745,12
1,15.35291091,1,1,1,3.352910906,4,2,2,0.705821812,0.647089094,1,1,0,0.647089094,0,0,0.352910906,1,1,1,0,5,4.294178188,3.941267282,2.294178188,2,5,0,13,12.64708909,12
1,15.2324883,1,1,1,3,3.767511696,2,2.464976607,0,0.767511696,1,1.232488304,0,0.767511696,0,0.232488304,0.232488304,1,1,1,0.232488304,4.767511696,4.302535089,4.535023393,2.535023393,2,4.535023393,0.464976607,12.7675117,13,12
1,15.20786196,1,0.792138044,1,2.792138044,3.584276089,2.415723911,2.415723911,0.207861956,0.792138044,1.207861956,1.207861956,0,0.792138044,0.207861956,0,0.207861956,1,1,1,0,5,4.792138044,4.792138044,2.792138044,2.415723911,5,0,13,13,12
0.387301539,16.61269846,1,0.387301539,1,2.387301539,2.387301539,2.774603078,3.225396922,2,0.387301539,1.612698461,2,0.387301539,0.612698461,1,1,0,1,1,1,1,4,4.387301539,4.387301539,2.774603078,3.387301539,5,5.225396922,11.22539692,12,12
0.98575173,15.98575173,1,1,1,2.98575173,2.97150346,2,4,0.01424827,0.01424827,1.02849654,2.01424827,0,0,0.01424827,0.98575173,1,1,1,1,0.98575173,4.01424827,2,2.98575173,1,1.98575173,3.01424827,2.02849654,11.97150346,12.98575173,12
1,18,0,0.09043106,1,1.180862121,1.09043106,3.09043106,4,2.90956894,0,1.90956894,2.09043106,0.90956894,0,0,0,1,0,0.09043106,0,0,4.09043106,3.90956894,2.90956894,1.90956894,2.819137879,4.819137879,1.90956894,13,12,12
1,18,0,0.725642298,1,2.451284596,1.725642298,3.725642298,4,2.274357702,0,1.274357702,2.725642298,0.274357702,0,0,0,1,0,0.725642298,0,0,4.725642298,3.274357702,2.274357702,1.274357702,1.548715404,3.548715404,1.274357702,13,12,12
0.567838085,17,1,0,1,3.13567617,2.567838085,2.296485745,4,2,0.432161915,1.567838085,1.567838085,0,0,0.432161915,0,0.567838085,1,1,1,1,2.432161915,4.567838085,4.567838085,1,3.567838085,5,13.13567617,11.13567617,12.43216191,12
1,15.67212319,0.663938403,0.336061597,1,2.663938403,2.327876805,4,4,2,0,1,1.663938403,0,0,0,0,0.663938403,0,1,1,0,4.663938403,3.336061597,2,1.336061597,2.008184792,3.008184792,0,8,10.67212319,12
0.518748291,17,0.481251709,0,0.481251709,3.037496582,3.037496582,0.962503418,4,2,0,2,2,0,0.481251709,1,1,0,1,1,1,0.481251709,3.481251709,3.481251709,3.481251709,2,3,4.481251709,3.925006836,10.96250342,11.48125171,12
1,15.3639423,1,0.818028848,1,2.818028848,3.818028848,2,2,0.181971152,1,1,1.181971152,0,0.818028848,0.181971152,0.181971152,0,0.818028848,1,1,0,5,4.636057697,4.636057697,2.636057697,2.181971152,4.636057697,0.363942303,12.81802885,12.6360577,12
0.3668224,17.6331776,0.3668224,0,1,1.3668224,1.7336448,2.6331776,3.2663552,1,0.3668224,1.6331776,3.2663552,0,0,1,1,0.6331776,0.6331776,1,0.3668224,0,5,2.3668224,2.3668224,1,1.7336448,3,1.3668224,12,11.6331776,12
1,15.29936556,1,1,1,2.299365564,3,4,2,2,1,1,1.299365564,0.299365564,0.700634436,1,1,0.700634436,0.299365564,1,1,1,3.299365564,2.898096692,2.898096692,1.898096692,3.299365564,3.598731128,2.598731128,10,12,12
0.289604717,17.71039528,0.289604717,0,1,1.289604717,1.579209434,2.710395283,3.420790566,1,0.289604717,1.710395283,3.420790566,0,0,1,1,0.710395283,0.710395283,1,0.289604717,0,5,2.289604717,2.289604717,1,1.579209434,3,1.289604717,12,11.71039528,12
0.184783552,18,0,0.184783552,1,1.369567104,1.184783552,3.184783552,4,1.184783552,0,1.815216448,3.815216448,0,0,0.815216448,0.815216448,1,0.815216448,1,0,0,5,2.184783552,2,1,1,3,1,12.18478355,12,12
1,16.43721068,1,0.562789323,1,2.562789323,3,3.125578647,2,1.562789323,1,1,2,0.562789323,0,1,1,0,0.562789323,1,1,0.562789323,4.437210677,4.125578647,4.125578647,2.68836797,3.562789323,4.125578647,3.125578647,10.87442135,11.56278932,12
1,17.06739154,0.466304231,1,1,3,2.466304231,3.067391538,4,1.067391538,0,1,2.533695769,0,0,0,0.466304231,1,0.466304231,1,0.466304231,0.466304231,4.533695769,2.533695769,2.466304231,1,1.466304231,3,1.466304231,12.53369577,12.46630423,12
1,16,1,0.487107878,1,2.487107878,2.487107878,4,3.025784243,1.487107878,0.487107878,1.512892122,2,0.487107878,0,1,0.487107878,0.512892122,1,1,1,0.487107878,4.512892122,4.487107878,4.487107878,2.974215757,4,5,1.948431513,11.53867637,12.51289212,12
1,15.79977121,1,1,1,2.799771213,3,2.400457575,3.599542425,0.400457575,0.200228787,1,1.799771213,0,0.200228787,0.200228787,1,1,0.799771213,1,1,1,3.799771213,2,2.799771213,1,2.200228787,3,2,11.59954243,12.79977121,12
0.9390993,16.0609007,1,1,0.9390993,4,3.9390993,1.0609007,3.878198599,2,0,1,1.0609007,0,0,1,0.0609007,0.9390993,1,1,1,0.0609007,3.121801401,3.878198599,3.878198599,1,3.878198599,5,18.3045035,13.9390993,11.1218014,13
0.042072789,19,1,1,1,2.042072789,1.084145578,3.042072789,4,2.873781632,2,2.915854422,2,0.042072789,0,1,0,0.042072789,1,0.042072789,1,1,3.042072789,4,1.126218368,1,1,2.042072789,20,14.04207279,12.08414558,13
0.444585848,17.55541415,1,0,1,2.889171697,2.333757545,2,3.444585848,0.555414152,0,1,2,0.555414152,0,0.444585848,0.444585848,0,1,1,1,1,5,3.555414152,3.889171697,2.333757545,2.778343393,4.110828303,12.44458585,12,12,13
1,17.43381971,1,0.43381971,1,2,2,4,4,0,0.56618029,1.43381971,2,0,0,0.43381971,1,0.56618029,0.43381971,1,1,0.56618029,3.56618029,3.56618029,2.43381971,5,5,4,2.264721159,13.13236058,13,13
0.373513651,19,1,1,1,2.373513651,1.747027302,3.373513651,4,1.879459047,2,2.252972698,2,0.373513651,0,1,0,0.373513651,1,0.373513651,1,1,3.373513651,4,2.120540953,1,1,2.373513651,20,14.37351365,12.7470273,13
0,17,0.664784464,0.335215536,1,4,2.670431071,0,2,1.670431071,0.335215536,1.335215536,3.329568929,0,0,1,1,1,1,1,1,0,4,2.335215536,3,1,1.335215536,4.335215536,5.329568929,13.32956893,12.33521554,13
0,18.40759425,1,0.407594251,1,2,1,2.407594251,3.407594251,1.815188502,0.815188502,1.815188502,2,0.592405749,0,0.407594251,0,0,1,0.592405749,1,1,4.184811498,4,2.184811498,1,1,3.777217247,15.26075401,12.8151885,12,13
0.153033119,15.45909936,1,0,1,4,2.306066238,0.846966881,3.693933762,3,0,1.153033119,2.153033119,0,0,0.846966881,1,0,1,1,1,0.153033119,4,2.846966881,2.846966881,1.153033119,1.153033119,5,1.693933762,11.30606624,13,13
0,18.55616873,1,0.556168733,1,1.443831267,1,2.556168733,1.887662533,0.443831267,1.112337467,1,2.556168733,1.556168733,0,0,0,0,0.443831267,1,1,1,4.443831267,2.3314938,2.443831267,1,1,3.887662533,13.11233747,13.6685062,12.55616873,13
0.145368813,19,1,1,1,2.145368813,1.290737626,3.145368813,4,2.56389356,2,2.709262374,2,0.145368813,0,1,0,0.145368813,1,0.145368813,1,1,3.145368813,4,1.43610644,1,1,2.145368813,20,14.14536881,12.29073763,13
0.239245712,17.23924571,0.239245712,0.760754288,1,4,4,0,2,3,0.760754288,2,2.239245712,0,0,0.760754288,1,0.760754288,1,1,1,0.239245712,4,2.760754288,2.760754288,1.239245712,2,5,3.043017151,12.23924571,13,13
0.759483363,15.75948336,1,0.759483363,1,3.240516637,2.759483363,3.278450089,2.481033274,0.721549911,0.759483363,1.759483363,1.240516637,0,0,0.240516637,0.240516637,0.759483363,1,1,1,0,4.759483363,3.759483363,2.240516637,1,1,5,0.481033274,12.51896673,13.75948336,13
0.265338205,15.79601461,0.734661795,0.265338205,0.265338205,3,2.734661795,4,4,2.734661795,0,1.265338205,1,0.265338205,0,0.265338205,0.734661795,0,0.734661795,1,1,0,4.203985386,3.530676409,4.265338205,4.265338205,4.265338205,2.061352819,7.061352819,10.2653382,13,13
0,18.02352831,0.976471686,0.023528314,0.976471686,2.023528314,1,2,3,0.976471686,0.047056629,1,2.023528314,1,0,0,0.023528314,0,1,1,0.976471686,0.976471686,5,4,3,1,1.023528314,5,12,12.04705663,12.02352831,13
1,16.23007158,1,1,1,2.384964209,3.384964209,4,4,1.615035791,1,1.615035791,1,0,0,0,0,0,1,1,1,0,4.230071582,2.769928418,2.384964209,1,1.384964209,2.769928418,4.769928418,12.76992842,12.38496421,13
0.222509624,19,1,1,1,2.222509624,1.445019247,3.222509624,4,2.332471129,2,2.554980753,2,0.222509624,0,1,0,0.222509624,1,0.222509624,1,1,3.222509624,4,1.667528871,1,1,2.222509624,20,14.22250962,12.44501925,13
0.901101826,15.09889817,1,1,1,2.901101826,3.802203652,3.901101826,4,0.901101826,0.901101826,1,1.098898174,0.098898174,0.098898174,0,0,0.098898174,1,1,1,0,3,3.703305477,2.901101826,1,1.901101826,4.098898174,6,13.6044073,13,13
0,19,1,1,1,1.655191966,1,3,2.965575897,1.965575897,2,2.310383932,2.344808034,0.689616068,0,0.655191966,0,0,0.655191966,0.344808034,1,1,3.344808034,2.965575897,1.344808034,1,1,2.344808034,17.93115179,14.34480803,12.34480803,13
1,16.4673975,1,1,1,3.532602498,3.532602498,1,4,1.467397502,0.532602498,1.467397502,2,0,0,1,1,0.532602498,1,1,1,0,4,3.402192505,4,2,3.532602498,1.934795003,2,13.5326025,13,13
0.272377042,19,1,1,1,1.544754084,1.544754084,3.272377042,1.817131125,0,2,1,2.727622958,1.727622958,0,0.272377042,0,0.272377042,0.272377042,1,1,1,4,1.817131125,2.544754084,1,1,3,15.63426225,15,13.27237704,13
0.232151458,15,1,0.232151458,0.232151458,3,3.232151458,4,4,2.535697084,0.232151458,1,1,0,0,0,0.767848542,0,1,1,1,0,4.535697084,3.232151458,3.767848542,3.303545626,3.535697084,1.696454374,6,10.92860583,13,13
1,15.08945662,0.089456618,1,1,4,4,3.731630147,4,0.089456618,1,3.731630147,3.821086765,0,0,1,1,1,1,1,1,0.910543382,1.268369853,2.910543382,4.910543382,2.910543382,4.910543382,1,5.64217353,10.35782647,13,13
1,17.92195609,1,0.921956092,1,2,2,4,4,0,0.078043908,1.921956092,2,0,0,0.921956092,1,0.078043908,0.921956092,1,1,0.078043908,3.078043908,3.078043908,2.921956092,5,5,4,0.312175633,12.15608782,13,13
0.465324943,16.46532494,0.534675057,0.534675057,1,1.534675057,2,3.465324943,4,0.465324943,0,1,1.534675057,0.534675057,0.534675057,0,0,0.534675057,1,1,0.534675057,0,2.534675057,1.465324943,2,1.930649887,1.930649887,5,6.930649887,12.79194966,12.53467506,13
